ID,Sports,Interview Text,Speaker,Type,Labels,text_length,cleaned_text,tokens
219,Football,"  Well, you know, you're cooking for yourself, paying for your own school.  So you're not living high on the hog, I guess you could say.",JOSH HEUPEL,Team,7,136,well know cooking paying school living high hog guess could say,"['well', 'know', 'cooking', 'paying', 'school', 'living', 'high', 'hog', 'guess', 'could', 'say']"
220,Hockey,"It means a lot.  We're lucky to have them.  They've been here for us all year, before that, too.  You look to them, can feel comfort in that, follow in their footsteps, know you're walking in the right direction.",SEAN KURALY,Team,5,212,mean lot lucky year look feel comfort follow footstep know walking right direction,"['mean', 'lot', 'lucky', 'year', 'look', 'feel', 'comfort', 'follow', 'footstep', 'know', 'walking', 'right', 'direction']"
221,Auto Racing,"  Yeah, I was just pushing.  I was hustling the car, driving as hard as I could, trying to enjoy myself.  I really enjoyed the race conditions, love driving a full race.  It's my favorite part of the weekend.",JOSEF NEWGARDEN,Blended,4,208,yeah pushing hustling car driving hard could trying enjoy really enjoyed race condition love driving full race favorite part weekend,"['yeah', 'pushing', 'hustling', 'car', 'driving', 'hard', 'could', 'trying', 'enjoy', 'really', 'enjoyed', 'race', 'condition', 'love', 'driving', 'full', 'race', 'favorite', 'part', 'weekend']"
222,Golf,"  One was sand wedge, and one was my fat baby, 60-degree lob-wedge.  Usually I use that one mostly around the green and in the heavy stuff.  It just came out a little strong.",ROSIE JONES,Individual,4,174,one sand wedge one fat baby degree lobwedge usually use one mostly around green heavy stuff came little strong,"['one', 'sand', 'wedge', 'one', 'fat', 'baby', 'degree', 'lobwedge', 'usually', 'use', 'one', 'mostly', 'around', 'green', 'heavy', 'stuff', 'came', 'little', 'strong']"
223,Tennis," I thought that if I play my best I know that there is a possibility to win, so it wasn't a big surprise for me.",KIMIKO DATE,Individual,4,112,thought play best know possibility win big surprise,"['thought', 'play', 'best', 'know', 'possibility', 'win', 'big', 'surprise']"
224,Football,"  Those guys do a great job.  I don't think the height is a key thing.  I think, again, we've just got to make plays.",JOSH HEUPEL,Team,2,117,guy great job think height key thing think got make play,"['guy', 'great', 'job', 'think', 'height', 'key', 'thing', 'think', 'got', 'make', 'play']"
225,Auto Racing,"The meetings will probably get longer because he won't get up and leave after he gets bored. Definitely lose some entertainment value, for sure. ",KEVIN HARVICK,Blended,7,145,meeting probably get longer get leave get bored definitely lose entertainment value sure,"['meeting', 'probably', 'get', 'longer', 'get', 'leave', 'get', 'bored', 'definitely', 'lose', 'entertainment', 'value', 'sure']"
226,Cricket,"So a part of our tactics are bowling according to stumps, stump to stump. That's the field we employ. But we did not hit those lengths or those lines. Yeah, it just wasn't working for us today.",SORNNARIN TIPPOCH,Team,1,193,part tactic bowling according stump stump stump field employ hit length line yeah working today,"['part', 'tactic', 'bowling', 'according', 'stump', 'stump', 'stump', 'field', 'employ', 'hit', 'length', 'line', 'yeah', 'working', 'today']"
227,Baseball," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town.",ROD BARAJAS,Team,7,124,got bunch family town probably home entertain family got town,"['got', 'bunch', 'family', 'town', 'probably', 'home', 'entertain', 'family', 'got', 'town']"
228,Golf, It was the same thing last week at Evian.  But I guess that's what we call experience and hopefully I will get that one day and I won't be so stressed in front of these girls.,GWLADYS NOCERA,Individual,4,176,thing last week evian guess what call experience hopefully get one day stressed front girl,"['thing', 'last', 'week', 'evian', 'guess', 'what', 'call', 'experience', 'hopefully', 'get', 'one', 'day', 'stressed', 'front', 'girl']"
229,Tennis," No, it was very tough today because it is true, somewhere I have to beat Masur because his ranking is less than mine, and I beat Courier and everybody wait, I am winning, so it was very difficult today.",CEDRIC PIOLINE,Individual,4,203,tough today true somewhere beat masur ranking mine beat courier everybody wait winning difficult today,"['tough', 'today', 'true', 'somewhere', 'beat', 'masur', 'ranking', 'mine', 'beat', 'courier', 'everybody', 'wait', 'winning', 'difficult', 'today']"
230,Tennis," I don't know.  I hope so, but I am not working with the French Federation, so I think my coach will be very happy.",CEDRIC PIOLINE,Individual,7,115,know hope working french federation think coach happy,"['know', 'hope', 'working', 'french', 'federation', 'think', 'coach', 'happy']"
231,Volleyball,"I think the biggest thing was we went out there, and we're trying to have so much fun. And you'll sit back and review what you're doing, and you get to play the game with the people you love.",SYDNEY HILLEY,Team,5,191,think biggest thing went trying much fun sit back review what get play game people love,"['think', 'biggest', 'thing', 'went', 'trying', 'much', 'fun', 'sit', 'back', 'review', 'what', 'get', 'play', 'game', 'people', 'love']"
232,Football,"My opinion really doesn't matter, so I don't normally give it.  Say what I say, so I'm not going to give my opinion.",WILL MUSCHAMP,Team,7,116,opinion really matter normally give say what say going give opinion,"['opinion', 'really', 'matter', 'normally', 'give', 'say', 'what', 'say', 'going', 'give', 'opinion']"
233,Volleyball,"Again, I think it brought us together, kind of similar to this game, like we're in this, and when we can turn it on, it's dangerous.",MICAYA WHITE,Team,5,132,think brought together kind similar game like when turn dangerous,"['think', 'brought', 'together', 'kind', 'similar', 'game', 'like', 'when', 'turn', 'dangerous']"
234,Tennis," It is not nice.  It is not nice.  It needs to be get better, everyone wants it to be better, but I don't think we have enough power, I don't think we have right people to change it.",ANREI MEDVEDEV,Individual,4,182,nice nice need get better everyone want better think enough power think right people change,"['nice', 'nice', 'need', 'get', 'better', 'everyone', 'want', 'better', 'think', 'enough', 'power', 'think', 'right', 'people', 'change']"
235,Golf," Well, I thought it was    to me, the holes played, the into the winds holes I did better on those I think because you can control your ball.  Just wherever it landed, it was going to stay.",DAVID TOMS,Individual,3,189,well thought hole played wind hole better think control ball wherever landed going stay,"['well', 'thought', 'hole', 'played', 'wind', 'hole', 'better', 'think', 'control', 'ball', 'wherever', 'landed', 'going', 'stay']"
236,Cricket,"No, today we made mistakes in fielding and dropped some catches. That's the difference between our Team and the England Team.",ALIYA RIAZ,Team,4,125,today made mistake fielding dropped catch difference team england team,"['today', 'made', 'mistake', 'fielding', 'dropped', 'catch', 'difference', 'team', 'england', 'team']"
237,Tennis," I'm not too concerned.  I don't really look around the stadium to see who's watching or how many people are there, I try to keep myself focused-- what was the question exactly?",PETE SAMPRAS,Individual,2,177,concerned really look around stadium see who watching how many people try keep focused what question exactly,"['concerned', 'really', 'look', 'around', 'stadium', 'see', 'who', 'watching', 'how', 'many', 'people', 'try', 'keep', 'focused', 'what', 'question', 'exactly']"
238,Basketball,"  I'm in great shape.  I bounce back extremely well in between games.  I could play right now if we had to play right now, at a high level.",LeBRON JAMES,Team,2,139,great shape bounce back extremely well game could play right play right high level,"['great', 'shape', 'bounce', 'back', 'extremely', 'well', 'game', 'could', 'play', 'right', 'play', 'right', 'high', 'level']"
239,Tennis," Yeah. I mean, it helps a lot just to look to the side and see that you have people there who are with you, and you know it gives you some strength and it makes you feel good.",MARY PIERCE,Individual,5,175,yeah mean help lot look side see people who know give strength make feel good,"['yeah', 'mean', 'help', 'lot', 'look', 'side', 'see', 'people', 'who', 'know', 'give', 'strength', 'make', 'feel', 'good']"
240,Tennis," That means playing on the baseline and finishing the point with the winner, with the volley or something.  So the points will be longer than they were today.  And that will take a lot of mental concentration.",ANDREI MEDVEDEV,Individual,1,209,mean playing baseline finishing point winner volley something point longer today take lot mental concentration,"['mean', 'playing', 'baseline', 'finishing', 'point', 'winner', 'volley', 'something', 'point', 'longer', 'today', 'take', 'lot', 'mental', 'concentration']"
241,Golf,"No, it was never like that.  Every week I felt like I could win because my practice was so good.",KARRIE WEBB,Individual,4,96,never like every week felt like could win practice good,"['never', 'like', 'every', 'week', 'felt', 'like', 'could', 'win', 'practice', 'good']"
242,Golf," Yes.  Birdie on 4, on 4 I hit a 3-wood off the tee and I hit a 6-iron in there about 12 feet just below the hole and made that for birdie.",BILLY MAYFAIR,Individual,4,139,yes birdie hit wood tee hit iron foot hole made birdie,"['yes', 'birdie', 'hit', 'wood', 'tee', 'hit', 'iron', 'foot', 'hole', 'made', 'birdie']"
243,Baseball,"Well, I remember him hitting against me in Spring Training. And I would expect him to be looking for a fastball after the first at-bat.",GERRIT COLE,Team,2,135,well remember hitting spring training would expect looking fastball first atbat,"['well', 'remember', 'hitting', 'spring', 'training', 'would', 'expect', 'looking', 'fastball', 'first', 'atbat']"
244,Golf," Alicone (ph).  His birthday is today.  Yesterday he was joking, ""You're just waiting for a good round tomorrow, it's my birthday.""  So, I'm glad.  He's been my coach for a long time.",LORENA OCHOA,Individual,7,183,alicone birthday today yesterday joking waiting good round tomorrow birthday glad coach long time,"['alicone', 'birthday', 'today', 'yesterday', 'joking', 'waiting', 'good', 'round', 'tomorrow', 'birthday', 'glad', 'coach', 'long', 'time']"
